gene_id	gene_name	number_of_cells_expressed
ENSG00000137216	TMEM63B	3074755
ENSG00000188158	NHS	3074310
ENSG00000264522	OTUD7B	3073906
ENSG00000173041	ZNF680	3073846
ENSG00000134897	BIVM	3073355
ENSG00000089775	ZBTB25	3072773
ENSG00000141068	KSR1	3072524
ENSG00000089006	SNX5	3071749
ENSG00000124356	STAMBP	3071657
ENSG00000101193	GID8	3070638
ENSG00000100490	CDKL1	3069996
ENSG00000054356	PTPRN	3069627
ENSG00000163291	PAQR3	3068709
ENSG00000169018	FEM1B	3066708
ENSG00000104442	ARMC1	3066430
ENSG00000124207	CSE1L	3066133
ENSG00000185842	DNAH14	3065954
ENSG00000082074	FYB1	3065727
ENSG00000137955	RABGGTB	3065346
ENSG00000196693	ZNF33B	3064885
ENSG00000132612	VPS4A	3063988
ENSG00000089682	RBM41	3063511
ENSG00000120688	WBP4	3063439
ENSG00000106524	ANKMY2	3063359
ENSG00000055950	MRPL43	3063337
ENSG00000178057	NDUFAF3	3063161
ENSG00000272047	GTF2H5	3062555
ENSG00000159346	ADIPOR1	3061914
ENSG00000013306	SLC25A39	3060251
ENSG00000129355	CDKN2D	3059410
ENSG00000196236	XPNPEP3	3059231
ENSG00000113645	WWC1	3059158
ENSG00000060982	BCAT1	3058806
ENSG00000111276	CDKN1B	3058542
ENSG00000167085	PHB1	3058385
ENSG00000065989	PDE4A	3058075
ENSG00000197119	SLC25A29	3058025
ENSG00000182093	GET1	3057658
ENSG00000136450	SRSF1	3057263
ENSG00000105393	BABAM1	3056822
ENSG00000177453	NIM1K	3056806
ENSG00000183864	TOB2	3056239
ENSG00000121644	DESI2	3056062
ENSG00000171824	EXOSC10	3054823
ENSG00000113621	TXNDC15	3054025
ENSG00000138085	ATRAID	3053614
ENSG00000142089	IFITM3	3052903
ENSG00000204514	ZNF814	3052661
ENSG00000119946	CNNM1	3052467
ENSG00000074356	NCBP3	3052282
ENSG00000148730	EIF4EBP2	3051347
ENSG00000170088	TMEM192	3051272
ENSG00000144668	ITGA9	3051218
ENSG00000101638	ST8SIA5	3051199
ENSG00000083520	DIS3	3051118
ENSG00000113615	SEC24A	3050477
ENSG00000142408	CACNG8	3050367
ENSG00000014216	CAPN1	3050344
ENSG00000143653	SCCPDH	3050063
ENSG00000163938	GNL3	3049919
ENSG00000167470	MIDN	3047725
ENSG00000125652	ALKBH7	3047115
ENSG00000169738	DCXR	3046961
ENSG00000113716	HMGXB3	3046917
ENSG00000165406	MARCHF8	3046912
ENSG00000119979	DENND10	3046837
ENSG00000106245	BUD31	3046165
ENSG00000184368	MAP7D2	3044763
ENSG00000197061	H4C3	3044744
ENSG00000227124	ZNF717	3044682
ENSG00000120805	ARL1	3044096
ENSG00000163630	SYNPR	3044049
ENSG00000143393	PI4KB	3044047
ENSG00000148606	POLR3A	3043853
ENSG00000071994	PDCD2	3043209
ENSG00000081760	AACS	3041293
ENSG00000105202	FBL	3041246
ENSG00000214736	TOMM6	3040869
ENSG00000134287	ARF3	3040678
ENSG00000170946	DNAJC24	3040427
ENSG00000175322	ZNF519	3039656
ENSG00000196182	STK40	3039424
ENSG00000126821	SGPP1	3039375
ENSG00000138650	PCDH10	3038731
ENSG00000111361	EIF2B1	3038315
ENSG00000147364	FBXO25	3038153
ENSG00000113300	CNOT6	3038143
ENSG00000122970	IFT81	3038025
ENSG00000101132	PFDN4	3037662
ENSG00000181029	TRAPPC5	3036220
ENSG00000161040	FBXL13	3035552
ENSG00000173175	ADCY5	3035169
ENSG00000132182	NUP210	3034959
ENSG00000138031	ADCY3	3034531
ENSG00000070423	RNF126	3034370
ENSG00000167106	EEIG1	3034121
ENSG00000077585	GPR137B	3034041
ENSG00000106993	CDC37L1	3033727
ENSG00000024862	CCDC28A	3031471
ENSG00000116138	DNAJC16	3030332
ENSG00000166783	MARF1	3029947
ENSG00000037474	NSUN2	3029839
ENSG00000113971	NPHP3	3029575
ENSG00000135074	ADAM19	3029402
ENSG00000163867	ZMYM6	3029361
ENSG00000174080	CTSF	3028461
ENSG00000277149	TYW1B	3028073
ENSG00000164219	PGGT1B	3027938
ENSG00000148110	MFSD14B	3027382
ENSG00000175575	PAAF1	3026828
ENSG00000171703	TCEA2	3026595
ENSG00000101544	ADNP2	3026128
ENSG00000141084	RANBP10	3025649
ENSG00000006116	CACNG3	3025491
ENSG00000127948	POR	3025069
ENSG00000104957	YJU2B	3025069
ENSG00000166224	SGPL1	3025042
ENSG00000164332	UBLCP1	3024192
ENSG00000104341	LAPTM4B	3023934
ENSG00000076513	ANKRD13A	3023907
ENSG00000168056	LTBP3	3023375
ENSG00000197024	ZNF398	3023301
ENSG00000166847	DCTN5	3022804
ENSG00000113845	TIMMDC1	3022720
ENSG00000109189	USP46	3022609
ENSG00000041353	RAB27B	3022502
ENSG00000100028	SNRPD3	3020995
ENSG00000156735	BAG4	3018573
ENSG00000139433	GLTP	3018408
ENSG00000148187	MRRF	3018228
ENSG00000122435	TRMT13	3017234
ENSG00000100890	PRORP	3016729
ENSG00000168159	RNF187	3016567
ENSG00000163913	IFT122	3016143
ENSG00000132478	UNK	3016053
ENSG00000177707	NECTIN3	3013726
ENSG00000129682	FGF13	3013013
ENSG00000008324	SS18L2	3012961
ENSG00000109158	GABRA4	3012400
ENSG00000136478	TEX2	3012319
ENSG00000102547	CAB39L	3011212
ENSG00000059915	PSD	3010842
ENSG00000124313	IQSEC2	3010267
ENSG00000182919	C11orf54	3010196
ENSG00000171476	HOPX	3009804
ENSG00000176853	FAM91A1	3009219
ENSG00000096093	EFHC1	3008776
ENSG00000150401	DCUN1D2	3007864
ENSG00000070770	CSNK2A2	3007832
ENSG00000132600	PRMT7	3007798
ENSG00000065923	SLC9A7	3007513
ENSG00000111859	NEDD9	3007464
ENSG00000125846	ZNF133	3006297
ENSG00000001084	GCLC	3005960
ENSG00000095261	PSMD5	3005894
ENSG00000131828	PDHA1	3005582
ENSG00000158856	DMTN	3005551
ENSG00000008405	CRY1	3005220
ENSG00000001630	CYP51A1	3004143
ENSG00000120519	SLC10A7	3003946
ENSG00000264364	DYNLL2	3003900
ENSG00000139613	SMARCC2	3003727
ENSG00000107331	ABCA2	3003721
ENSG00000171208	NETO2	3003207
ENSG00000173114	LRRN3	3002916
ENSG00000139437	TCHP	3002789
ENSG00000089041	P2RX7	3002470
ENSG00000108774	RAB5C	3001874
ENSG00000075043	KCNQ2	3001666
ENSG00000159079	CFAP298	3001413
ENSG00000073584	SMARCE1	3001004
ENSG00000162636	EEIG2	3000720
ENSG00000090061	CCNK	2999497
ENSG00000072958	AP1M1	2998183
ENSG00000118495	PLAGL1	2997839
ENSG00000186812	ZNF397	2997219
ENSG00000186106	ANKRD46	2996909
ENSG00000077721	UBE2A	2996868
ENSG00000072501	SMC1A	2996790
ENSG00000105576	TNPO2	2996432
ENSG00000105677	TMEM147	2996183
ENSG00000104331	BPNT2	2996112
ENSG00000158828	PINK1	2994811
ENSG00000156502	SUPV3L1	2994731
ENSG00000185122	HSF1	2994686
ENSG00000136167	LCP1	2994337
ENSG00000120948	TARDBP	2994182
ENSG00000072133	RPS6KA6	2994020
ENSG00000115520	COQ10B	2993540
ENSG00000110107	PRPF19	2993335
ENSG00000072786	STK10	2992208
ENSG00000124532	MRS2	2992187
ENSG00000099308	MAST3	2992004
ENSG00000138442	WDR12	2991288
ENSG00000125844	RRBP1	2990732
ENSG00000131844	MCCC2	2989731
ENSG00000124535	WRNIP1	2989709
ENSG00000082146	STRADB	2989584
ENSG00000175106	TVP23C	2989182
ENSG00000152683	SLC30A6	2988739
ENSG00000157851	DPYSL5	2988111
ENSG00000105364	MRPL4	2987677
ENSG00000050393	MCUR1	2986858
ENSG00000143401	ANP32E	2986746
ENSG00000196470	SIAH1	2985566
ENSG00000063180	CA11	2984860
ENSG00000158079	PTPDC1	2984854
ENSG00000089597	GANAB	2984319
ENSG00000117862	TXNDC12	2983806
ENSG00000146592	CREB5	2983157
ENSG00000136169	SETDB2	2981104
ENSG00000102316	MAGED2	2980918
ENSG00000156395	SORCS3	2980812
ENSG00000189266	PNRC2	2980796
ENSG00000111450	STX2	2980722
ENSG00000072041	SLC6A15	2980442
ENSG00000108468	CBX1	2980077
ENSG00000072042	RDH11	2979216
ENSG00000008517	IL32	2979028
ENSG00000213918	DNASE1	2978946
ENSG00000115459	ELMOD3	2978665
ENSG00000137207	YIPF3	2978510
ENSG00000058453	CROCC	2977686
ENSG00000185515	BRCC3	2977340
ENSG00000112110	MRPL18	2976767
ENSG00000158411	MITD1	2976468
ENSG00000141985	SH3GL1	2976293
ENSG00000183431	SF3A3	2975456
ENSG00000138134	STAMBPL1	2973495
ENSG00000173210	ABLIM3	2972704
ENSG00000205707	ETFRF1	2971335
ENSG00000148356	LRSAM1	2970388
ENSG00000121716	PILRB	2970089
ENSG00000149196	HIKESHI	2969972
ENSG00000003509	NDUFAF7	2969481
ENSG00000067836	ROGDI	2969152
ENSG00000116918	TSNAX	2969019
ENSG00000184347	SLIT3	2968443
ENSG00000166925	TSC22D4	2968300
ENSG00000125166	GOT2	2967544
ENSG00000076043	REXO2	2966544
ENSG00000124160	NCOA5	2966090
ENSG00000183662	TAFA1	2965923
ENSG00000151665	PIGF	2965796
ENSG00000145901	TNIP1	2964455
ENSG00000011485	PPP5C	2963563
ENSG00000274211	SOCS7	2963213
ENSG00000155876	RRAGA	2962585
ENSG00000075856	SART3	2962315
ENSG00000108352	RAPGEFL1	2962278
ENSG00000104687	GSR	2962133
ENSG00000129493	HEATR5A	2961302
ENSG00000178449	COX14	2961262
ENSG00000128928	IVD	2960353
ENSG00000141404	GNAL	2959770
ENSG00000134375	TIMM17A	2959764
ENSG00000181704	YIPF6	2959657
ENSG00000068784	SRBD1	2958863
ENSG00000107882	SUFU	2958484
ENSG00000137842	TMEM62	2958009
ENSG00000184575	XPOT	2957836
ENSG00000168303	MPLKIP	2957431
ENSG00000072062	PRKACA	2957165
ENSG00000213619	NDUFS3	2956820
ENSG00000171204	TMEM126B	2956064
ENSG00000117475	BLZF1	2955863
ENSG00000130684	ZNF337	2955816
ENSG00000101181	MTG2	2955717
ENSG00000136715	SAP130	2955414
ENSG00000170382	LRRN2	2955136
ENSG00000148396	SEC16A	2953322
ENSG00000158711	ELK4	2953267
ENSG00000157800	SLC37A3	2953025
ENSG00000107105	ELAVL2	2952912
ENSG00000030582	GRN	2950803
ENSG00000168883	USP39	2950646
ENSG00000099326	MZF1	2950609
ENSG00000125863	MKKS_ENSG00000125863	2950467
ENSG00000018699	TTC27	2950297
ENSG00000148337	CIZ1	2950028
ENSG00000007944	MYLIP	2949158
ENSG00000070718	AP3M2	2949157
ENSG00000114631	PODXL2	2948792
ENSG00000089169	RPH3A	2948253
ENSG00000116260	QSOX1	2948147
ENSG00000166257	SCN3B	2947148
ENSG00000106688	SLC1A1	2947072
ENSG00000111843	TMEM14C	2946928
ENSG00000105866	SP4	2946425
ENSG00000119559	C19orf25	2946256
ENSG00000090316	MAEA	2945620
ENSG00000092421	SEMA6A	2945390
ENSG00000108651	UTP6	2944935
ENSG00000162819	BROX	2944914
ENSG00000182957	SPATA13_ENSG00000182957	2944889
ENSG00000117682	DHDDS	2944466
ENSG00000204227	RING1	2943790
ENSG00000159322	ADPGK	2943139
ENSG00000197771	MCMBP	2942418
ENSG00000006432	MAP3K9	2942004
ENSG00000138771	SHROOM3	2940894
ENSG00000198189	HSD17B11	2940705
ENSG00000113273	ARSB	2939919
ENSG00000112293	GPLD1	2939218
ENSG00000183605	SFXN4	2939072
ENSG00000118946	PCDH17	2938831
ENSG00000163950	SLBP	2937513
ENSG00000143815	LBR	2936878
ENSG00000152749	GPR180	2936690
ENSG00000122729	ACO1	2936669
ENSG00000240230	COX19	2936407
ENSG00000146143	PRIM2	2935684
ENSG00000121022	COPS5	2934755
ENSG00000013375	PGM3	2934023
ENSG00000171497	PPID	2933803
ENSG00000138382	METTL5	2932979
ENSG00000176542	USF3	2932802
ENSG00000219545	UMAD1	2932780
ENSG00000121966	CXCR4	2931352
ENSG00000178904	DPY19L3	2931351
ENSG00000117598	PLPPR5	2930432
ENSG00000100348	TXN2	2929586
ENSG00000177511	ST8SIA3	2929007
ENSG00000136504	KAT7	2928567
ENSG00000156675	RAB11FIP1	2928325
ENSG00000149289	ZC3H12C	2928175
ENSG00000136147	PHF11	2927751
ENSG00000065060	BLTP3A	2927160
ENSG00000005379	TSPOAP1	2926157
ENSG00000160285	LSS	2926036
ENSG00000100600	LGMN	2925983
ENSG00000091844	RGS17	2925868
ENSG00000089486	CDIP1	2925397
ENSG00000114054	PCCB	2925328
ENSG00000146386	ABRACL	2925169
ENSG00000206199	ANKUB1	2924848
ENSG00000249853	HS3ST5	2924605
ENSG00000175220	ARHGAP1	2924336
ENSG00000177917	ARL6IP6	2924186
ENSG00000109118	PHF12	2923878
ENSG00000198355	PIM3	2923811
ENSG00000100403	ZC3H7B	2923680
ENSG00000131127	ZNF141	2923305
ENSG00000011347	SYT7	2923160
ENSG00000173852	DPY19L1	2922875
ENSG00000021355	SERPINB1	2922454
ENSG00000198689	SLC9A6	2921507
ENSG00000159433	STARD9	2920858
ENSG00000144848	ATG3	2920574
ENSG00000169239	CA5B	2920469
ENSG00000075089	ACTR6	2920102
ENSG00000115183	TANC1	2918407
ENSG00000151502	VPS26B	2918098
ENSG00000122882	ECD	2917919
ENSG00000182504	CEP97	2917641
ENSG00000001631	KRIT1	2916293
ENSG00000130706	ADRM1	2915973
ENSG00000109929	SC5D	2915795
ENSG00000131943	C19orf12	2915694
ENSG00000130540	SULT4A1	2915514
ENSG00000182263	FIGN	2915455
ENSG00000114904	NEK4	2913884
ENSG00000100749	VRK1	2913622
ENSG00000166855	CLPX	2913197
ENSG00000078177	N4BP2	2911597
ENSG00000157214	STEAP2	2911448
ENSG00000172803	SNX32	2909746
ENSG00000107104	KANK1	2909391
ENSG00000176148	TCP11L1	2909330
ENSG00000108231	LGI1	2908448
ENSG00000012817	KDM5D	2906989
ENSG00000116001	TIA1	2906621
ENSG00000005206	SPPL2B	2906595
ENSG00000168439	STIP1	2905343
ENSG00000116729	WLS	2904218
ENSG00000155287	SLC25A28	2904025
ENSG00000136925	TSTD2	2903143
ENSG00000115204	MPV17	2903119
ENSG00000156030	MIDEAS	2901965
ENSG00000150687	PRSS23	2901727
ENSG00000164442	CITED2	2900473
ENSG00000093183	SEC22C	2900449
ENSG00000163636	PSMD6	2899554
ENSG00000151148	UBE3B	2899276
ENSG00000106591	MRPL32	2899133
ENSG00000118961	LDAH	2898951
ENSG00000174132	FAM174A	2898869
ENSG00000130726	TRIM28	2898293
ENSG00000162086	ZNF75A	2897514
ENSG00000105186	ANKRD27	2896773
ENSG00000133313	CNDP2	2896114
ENSG00000265808	SEC22B	2895393
ENSG00000137996	RTCA	2895286
ENSG00000111358	GTF2H3	2894717
ENSG00000276293	PIP4K2B	2894516
ENSG00000100711	ZFYVE21	2893550
ENSG00000186976	EFCAB6	2892982
ENSG00000164236	ANKRD33B	2892876
ENSG00000145916	RMND5B	2891852
ENSG00000150636	CCDC102B	2890924
ENSG00000115423	DNAH6	2890206
ENSG00000090013	BLVRB	2890191
ENSG00000175826	CTDNEP1	2888836
ENSG00000100216	TOMM22	2888539
ENSG00000162437	RAVER2	2887867
ENSG00000166716	ZNF592	2887602
ENSG00000163171	CDC42EP3	2887600
ENSG00000224877	NDUFAF8	2886896
ENSG00000136986	DERL1	2886575
ENSG00000197580	BCO2	2886129
ENSG00000099385	BCL7C	2886126
ENSG00000116199	FAM20B	2886113
ENSG00000122547	EEPD1	2886072
ENSG00000128805	ARHGAP22	2885554
ENSG00000261609	GAN	2885227
ENSG00000109536	FRG1	2885107
ENSG00000117362	APH1A	2884975
ENSG00000154309	DISP1	2884710
ENSG00000164116	GUCY1A1	2884161
ENSG00000043514	TRIT1	2883803
ENSG00000058056	USP13	2882443
ENSG00000141030	COPS3	2882335
ENSG00000178694	NSUN3	2881238
ENSG00000182551	ADI1	2880958
ENSG00000047621	C12orf4	2880751
ENSG00000188026	RILPL1	2879736
ENSG00000156928	MALSU1	2879376
ENSG00000197584	KCNMB2	2879341
ENSG00000167202	TBC1D2B	2879155
ENSG00000020922	MRE11	2878611
ENSG00000101247	NDUFAF5	2878429
ENSG00000072756	TRNT1	2878403
ENSG00000197343	ZNF655	2877445
ENSG00000074317	SNCB	2877332
ENSG00000169599	NFU1	2876848
ENSG00000198176	TFDP1	2876547
ENSG00000159884	CCDC107	2876070
ENSG00000103502	CDIPT	2875880
ENSG00000126970	ZC4H2	2875686
ENSG00000215712	TMEM242	2875665
ENSG00000118997	DNAH7	2875643
ENSG00000137944	KYAT3	2875120
ENSG00000151151	IPMK	2874899
ENSG00000179632	MAF1	2874032
ENSG00000141741	MIEN1	2873819
ENSG00000095059	DHPS	2872500
ENSG00000047644	WWC3	2872437
ENSG00000165113	GKAP1	2871728
ENSG00000170464	DNAJC18	2871469
ENSG00000120709	FAM53C	2870979
ENSG00000196581	AJAP1	2870952
ENSG00000165959	CLMN	2870642
ENSG00000147251	DOCK11	2870055
ENSG00000155846	PPARGC1B	2869814
ENSG00000127329	PTPRB	2869597
ENSG00000143179	UCK2	2868536
ENSG00000143294	PRCC	2868263
ENSG00000116906	GNPAT	2868260
ENSG00000164347	GFM2	2867876
ENSG00000119285	HEATR1	2867708
ENSG00000131697	NPHP4	2867397
ENSG00000095139	ARCN1	2867172
ENSG00000198952	SMG5	2866809
ENSG00000171798	KNDC1	2866652
ENSG00000136240	KDELR2	2866573
ENSG00000182512	GLRX5	2866550
ENSG00000140497	SCAMP2	2866508
ENSG00000171466	ZNF562	2866452
ENSG00000104549	SQLE	2866002
ENSG00000157470	FAM81A	2865962
ENSG00000074266	EED	2865757
ENSG00000028839	TBPL1	2865726
ENSG00000126012	KDM5C	2865618
ENSG00000103510	KAT8	2865044
ENSG00000164933	SLC25A32	2864658
ENSG00000164880	INTS1	2864598
ENSG00000111224	PARP11	2863700
ENSG00000150967	ABCB9	2862322
ENSG00000103249	CLCN7	2861998
ENSG00000151208	DLG5	2861499
ENSG00000158201	ABHD3	2861402
ENSG00000182934	SRPRA	2861225
ENSG00000146676	PURB	2861063
ENSG00000198730	CTR9	2860962
ENSG00000101134	DOK5	2860651
ENSG00000103942	HOMER2	2860231
ENSG00000011260	UTP18	2860117
ENSG00000131748	STARD3	2859966
ENSG00000130304	SLC27A1	2858913
ENSG00000106948	AKNA	2858225
ENSG00000153048	CARHSP1	2858151
ENSG00000109771	LRP2BP	2857979
ENSG00000111653	ING4	2857421
ENSG00000198039	ZNF273	2857016
ENSG00000020129	NCDN	2856930
ENSG00000109956	B3GAT1	2856634
ENSG00000087884	AAMDC	2855634
ENSG00000172159	FRMD3	2855418
ENSG00000137962	ARHGAP29	2855357
ENSG00000170448	NFXL1	2855264
ENSG00000111802	TDP2	2854546
ENSG00000138780	GSTCD	2854043
ENSG00000204574	ABCF1	2853766
ENSG00000106069	CHN2	2853632
ENSG00000149403	GRIK4	2853459
ENSG00000023902	PLEKHO1	2853390
ENSG00000179242	CDH4	2853230
ENSG00000186575	NF2	2852526
ENSG00000130592	LSP1	2851713
ENSG00000067596	DHX8	2851531
ENSG00000103494	RPGRIP1L	2850838
ENSG00000108523	RNF167	2850658
ENSG00000124357	NAGK	2850327
ENSG00000167703	SLC43A2	2850233
ENSG00000187416	LHFPL3	2849361
ENSG00000186111	PIP5K1C	2848285
ENSG00000100325	ASCC2	2848025
ENSG00000165138	ANKS6	2847992
ENSG00000062485	CS	2847873
ENSG00000177981	ASB8	2846915
ENSG00000150779	TIMM8B	2846323
ENSG00000170852	KBTBD2	2846070
ENSG00000172086	KRCC1	2845262
ENSG00000177666	PNPLA2	2845220
ENSG00000162849	KIF26B	2845129
ENSG00000174099	MSRB3	2845061
ENSG00000174672	BRSK2	2843756
ENSG00000213190	MLLT11	2843597
ENSG00000102265	TIMP1	2843473
ENSG00000075914	EXOSC7	2843284
ENSG00000080493	SLC4A4	2843262
ENSG00000137106	GRHPR	2842100
ENSG00000155008	APOOL	2841338
ENSG00000166263	STXBP4	2840509
ENSG00000130159	ECSIT	2840040
ENSG00000089234	BRAP	2839969
ENSG00000145293	ENOPH1	2839050
ENSG00000185024	BRF1	2838932
ENSG00000102898	NUTF2	2838516
ENSG00000143458	GABPB2	2837385
ENSG00000133275	CSNK1G2	2836879
ENSG00000125445	MRPS7	2836751
ENSG00000155463	OXA1L	2836671
ENSG00000108039	XPNPEP1	2834734
ENSG00000146833	TRIM4	2833797
ENSG00000139370	SLC15A4	2833342
ENSG00000243927	MRPS6	2832920
ENSG00000110074	FOXRED1	2832844
ENSG00000130560	UBAC1	2832731
ENSG00000116005	PCYOX1	2832640
ENSG00000177697	CD151	2832172
ENSG00000105518	TMEM205	2831374
ENSG00000110786	PTPN5	2831036
ENSG00000025156	HSF2	2830830
ENSG00000088899	LZTS3	2830052
ENSG00000172403	SYNPO2	2829629
ENSG00000038274	MAT2B	2829374
ENSG00000129315	CCNT1	2828766
ENSG00000138744	NAAA	2828255
ENSG00000205356	TECPR1	2827334
ENSG00000112406	HECA	2826800
ENSG00000108984	MAP2K6	2826527
ENSG00000165973	NELL1	2826435
ENSG00000179981	TSHZ1	2826359
ENSG00000006695	COX10	2826297
ENSG00000127837	AAMP	2826047
ENSG00000170275	CRTAP	2825555
ENSG00000068308	OTUD5	2825549
ENSG00000144366	GULP1	2825499
ENSG00000103351	CLUAP1	2825353
ENSG00000184922	FMNL1	2824334
ENSG00000157637	SLC38A10	2823512
ENSG00000136937	NCBP1	2823165
ENSG00000111727	HCFC2	2823111
ENSG00000091136	LAMB1	2822952
ENSG00000163050	COQ8A	2822935
ENSG00000065029	ZNF76	2822780
ENSG00000108312	UBTF	2822689
ENSG00000197050	ZNF420	2822382
ENSG00000116898	MRPS15	2822349
ENSG00000107551	RASSF4	2822333
ENSG00000152969	JAKMIP1	2822329
ENSG00000138639	ARHGAP24	2821959
ENSG00000197283	SYNGAP1	2820370
ENSG00000163075	CFAP221	2820292
ENSG00000104299	INTS9	2820125
ENSG00000105737	GRIK5	2817604
ENSG00000170113	NIPA1	2817481
ENSG00000101367	MAPRE1	2817124
ENSG00000178585	CTNNBIP1	2816843
ENSG00000278053	DDX52	2816409
ENSG00000162687	KCNT2	2815838
ENSG00000125458	NT5C	2815746
ENSG00000198146	ZNF770	2815638
ENSG00000100150	DEPDC5	2815419
ENSG00000134215	VAV3	2813181
ENSG00000107897	ACBD5	2813045
ENSG00000186480	INSIG1	2812415
ENSG00000163257	DCAF16	2811322
ENSG00000140105	WARS1	2811267
ENSG00000145246	ATP10D	2810749
ENSG00000124523	SIRT5	2810656
ENSG00000082515	MRPL22	2810113
ENSG00000156531	PHF6	2809930
ENSG00000168993	CPLX1	2809615
ENSG00000184985	SORCS2	2809185
ENSG00000114503	NCBP2	2808078
ENSG00000002016	RAD52	2807358
ENSG00000186642	PDE2A	2807113
ENSG00000091640	SPAG7	2806901
ENSG00000187609	EXD3	2806546
ENSG00000155085	AK9	2806093
ENSG00000241258	CRCP	2805885
ENSG00000090857	PDPR	2805590
ENSG00000132823	OSER1	2805160
ENSG00000153214	TMEM87B	2804456
ENSG00000145632	PLK2	2803739
ENSG00000134899	ERCC5	2803678
ENSG00000124571	XPO5	2803359
ENSG00000164951	PDP1	2803204
ENSG00000164414	SLC35A1	2802660
ENSG00000091127	PUS7	2802311
ENSG00000012232	EXTL3	2802007
ENSG00000063245	EPN1	2801912
ENSG00000128340	RAC2	2801889
ENSG00000156017	CARNMT1	2801748
ENSG00000161217	PCYT1A	2801711
ENSG00000107020	PLGRKT	2801366
ENSG00000115271	GCA	2801100
ENSG00000184182	UBE2F	2801098
ENSG00000196547	MAN2A2	2800709
ENSG00000102978	POLR2C	2800708
ENSG00000013275	PSMC4	2800435
ENSG00000165775	FUNDC2	2800078
ENSG00000128536	CDHR3	2799699
ENSG00000188290	HES4	2799378
ENSG00000155657	TTN	2798859
ENSG00000075303	SLC25A40	2798356
ENSG00000117154	IGSF21	2798134
ENSG00000004660	CAMKK1	2797982
ENSG00000113638	TTC33	2797792
ENSG00000112033	PPARD	2797351
ENSG00000120256	LRP11	2797268
ENSG00000007202	BLTP2	2797204
ENSG00000151657	KIN	2796373
ENSG00000196227	FAM217B	2795838
ENSG00000185619	PCGF3	2794791
ENSG00000168894	RNF181	2793321
ENSG00000180190	TDRP	2793270
ENSG00000073060	SCARB1	2792335
ENSG00000102119	EMD	2791768
ENSG00000167257	RNF214	2791511
ENSG00000183570	PCBP3	2790820
ENSG00000130363	RSPH3	2790343
ENSG00000188730	VWC2	2789870
ENSG00000172785	ZNG1A	2789737
ENSG00000221968	FADS3	2789487
ENSG00000163812	ZDHHC3	2788931
ENSG00000089351	GRAMD1A	2788813
ENSG00000170502	NUDT9	2788232
ENSG00000037757	MRI1	2787995
ENSG00000069974	RAB27A	2787682
ENSG00000124228	DDX27	2787489
ENSG00000196353	CPNE4	2787220
ENSG00000162623	TYW3	2786802
ENSG00000140280	LYSMD2	2786678
ENSG00000134987	WDR36	2785738
ENSG00000178252	WDR6	2785065
ENSG00000115170	ACVR1	2784563
ENSG00000165259	HDX	2784389
ENSG00000179399	GPC5	2783836
ENSG00000151553	FHIP2A	2781979
ENSG00000188385	JAKMIP3	2781565
ENSG00000108773	KAT2A	2780748
ENSG00000101052	IFT52	2780514
ENSG00000240303	ACAD11	2780182
ENSG00000077782	FGFR1	2780108
ENSG00000140650	PMM2	2779817
ENSG00000137824	RMDN3	2778909
ENSG00000214046	SMIM7	2778452
ENSG00000172824	CES4A	2777183
ENSG00000128791	TWSG1	2776960
ENSG00000136451	VEZF1	2776216
ENSG00000154127	UBASH3B	2774733
ENSG00000166337	TAF10	2774482
ENSG00000136213	CHST12	2773749
ENSG00000131263	RLIM	2772399
ENSG00000104886	PLEKHJ1	2770834
ENSG00000185359	HGS	2770697
ENSG00000004478	FKBP4	2769944
ENSG00000196526	AFAP1	2769141
ENSG00000166402	TUB	2768286
ENSG00000111684	LPCAT3	2767840
ENSG00000145703	IQGAP2	2767766
ENSG00000159131	GART	2767455
ENSG00000138380	CARF	2767060
ENSG00000101310	SEC23B	2766696
ENSG00000112425	EPM2A	2766468
ENSG00000164307	ERAP1	2766464
ENSG00000095485	CWF19L1	2764794
ENSG00000154114	TBCEL	2764389
ENSG00000100376	FAM118A	2764050
ENSG00000184992	BRI3BP	2762706
ENSG00000154262	ABCA6	2762441
ENSG00000116857	TMEM9	2761998
ENSG00000103319	EEF2K	2761301
ENSG00000181982	CCDC149	2761248
ENSG00000110031	LPXN	2761234
ENSG00000163964	PIGX	2761133
ENSG00000105793	GTPBP10	2761062
ENSG00000123094	RASSF8	2760952
ENSG00000155959	VBP1	2760709
ENSG00000185052	SLC24A3	2760210
ENSG00000163170	BOLA3	2759351
ENSG00000205060	SLC35B4	2759345
ENSG00000162585	FAAP20	2759323
ENSG00000091490	SEL1L3	2758930
ENSG00000153237	CCDC148	2758613
ENSG00000138386	NAB1	2758394
ENSG00000148824	MTG1	2758228
ENSG00000164402	SEPTIN8	2758009
ENSG00000115234	SNX17	2757485
ENSG00000188343	CIBAR1	2757485
ENSG00000119698	PPP4R4	2757082
ENSG00000099256	PRTFDC1	2755772
ENSG00000161533	ACOX1	2755682
ENSG00000125629	INSIG2	2755180
ENSG00000198954	KIFBP	2755167
ENSG00000115350	POLE4	2754853
ENSG00000108883	EFTUD2	2754695
ENSG00000143515	ATP8B2	2754474
ENSG00000138769	CDKL2	2754099
ENSG00000015475	BID	2754066
ENSG00000140995	DEF8	2753730
ENSG00000153234	NR4A2	2753679
ENSG00000105379	ETFB	2753499
ENSG00000137309	HMGA1	2753438
ENSG00000121957	GPSM2	2753142
